"","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"968",0,1,0,0,1,0,0,0,0,0,2,2,2,0,1,3,2,0,3,2
"969",0,0,0,0,1,1,1,0,0,1,2,2,4,1,1,3,3,3,3,0
"970",0,0,0,0,0,1,1,1,0,1,4,2,4,3,4,4,4,4,4,4
"971",1,0,1,1,0,1,1,1,0,1,3,4,4,4,1,4,3,3,1,0
"972",0,0,0,1,1,1,1,0,0,1,3,4,4,2,1,4,4,4,1,2
"973",0,0,0,1,1,0,1,0,0,0,1,4,2,2,3,3,1,3,3,4
"974",1,0,1,1,0,1,1,1,1,1,3,4,4,3,3,4,4,4,1,4
"975",0,0,1,0,1,1,1,0,0,0,3,4,4,4,4,4,3,3,3,0
"976",0,0,1,1,1,1,1,1,0,1,4,4,4,4,4,4,4,4,4,3
"977",1,0,0,1,1,1,1,1,0,1,3,4,4,3,3,2,1,4,3,4
"978",1,0,0,0,1,0,1,0,1,0,1,4,2,2,2,2,1,2,1,3
"979",1,0,0,1,1,0,0,0,0,0,2,2,4,2,3,4,3,2,3,1
"980",0,0,0,1,1,0,0,1,0,0,1,2,4,4,3,1,2,3,1,3
"981",0,0,0,0,0,0,1,1,1,0,1,1,2,3,3,3,1,2,3,3
"982",0,0,0,0,0,0,1,0,0,0,3,1,2,1,3,2,3,2,2,2
"983",0,0,1,1,1,1,1,1,1,1,3,1,4,3,3,4,4,4,4,2
"984",1,0,0,0,1,0,0,0,1,0,1,1,2,2,3,2,1,3,2,1
"985",0,0,0,1,0,1,1,1,0,1,3,3,2,3,4,4,2,4,4,3
"986",0,0,0,0,1,0,1,0,0,1,3,2,2,1,3,2,3,3,2,3
"987",1,0,1,0,0,1,1,0,1,1,3,1,4,2,1,2,2,3,1,3
"988",0,0,0,0,0,1,1,0,0,0,3,4,4,2,4,4,4,2,3,3
"989",1,0,0,0,1,1,0,0,0,1,3,1,2,3,4,2,1,2,3,2
"990",0,0,0,1,1,1,1,0,0,1,3,4,4,2,2,4,4,3,0,3
"991",1,0,1,0,0,0,1,0,0,1,3,4,4,3,4,4,4,4,0,4
"992",0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,3,2,2,2,3
"993",1,0,0,0,0,1,1,0,0,0,3,3,4,4,1,2,3,4,2,1
"994",0,0,1,1,1,1,1,0,0,1,3,4,4,4,4,4,4,4,4,4
"995",0,0,0,0,1,1,1,0,0,0,2,2,2,4,3,2,4,4,2,0
"996",1,0,1,0,1,0,1,0,0,1,1,2,2,3,4,2,1,3,3,2
"997",0,0,0,0,1,1,0,0,1,0,3,2,2,3,4,1,2,3,3,2
"998",1,1,0,0,1,1,1,1,0,1,4,4,4,3,4,4,2,4,1,4
"999",1,0,0,0,1,0,0,0,0,1,3,1,4,3,3,4,2,4,3,0
"1000",0,0,0,1,1,0,1,0,0,0,3,2,2,2,2,3,3,0,3,2
"1001",0,0,1,1,1,1,1,0,0,1,4,4,4,2,4,4,4,4,4,1
"1002",0,0,1,0,1,1,1,1,0,0,3,4,4,4,1,2,2,2,2,3
"1003",1,0,0,0,1,0,1,0,0,0,3,4,4,4,3,4,2,1,3,4
"1004",1,1,1,0,1,1,1,0,0,1,3,2,4,4,3,4,2,3,3,2
"1005",0,0,1,1,0,1,1,1,0,1,4,4,3,4,3,4,4,4,4,4
"1006",1,1,0,0,0,0,0,0,0,1,1,1,2,0,1,3,2,3,3,3
"1007",0,0,0,0,0,1,1,0,0,0,4,1,4,4,4,3,3,4,2,1
"1008",1,0,0,0,1,0,1,0,0,0,3,4,4,2,2,4,1,2,3,3
"1009",1,0,0,0,0,1,0,0,0,0,3,2,4,3,4,3,2,3,1,1
"1010",1,0,1,1,0,0,0,0,0,0,3,3,4,3,3,2,2,4,3,1
"1011",0,0,1,0,1,1,1,1,1,0,4,0,4,4,4,4,1,1,1,4
"1012",0,0,1,1,1,1,1,1,1,0,3,4,4,4,3,2,4,4,2,2
"1013",1,0,0,0,1,0,1,0,0,1,3,1,2,3,3,3,3,3,0,1
"1014",0,0,0,1,0,1,1,1,1,0,3,2,4,4,4,2,2,4,4,2
"1015",0,0,0,0,0,0,0,0,0,0,3,2,2,3,1,3,3,2,3,4
"1016",0,0,0,0,0,0,1,1,1,0,2,1,2,4,1,4,2,4,3,2
"1017",0,0,0,0,0,0,1,1,0,0,3,2,4,3,4,3,2,4,1,1
"1018",0,0,0,0,1,1,1,1,0,0,3,2,2,3,3,2,2,1,3,3
"1019",0,0,0,0,0,0,1,0,0,0,3,2,2,2,1,2,4,0,3,2
"1020",0,1,0,1,0,0,1,0,0,0,1,4,2,3,3,2,2,2,1,0
"1021",0,0,0,1,1,0,1,1,0,1,3,4,4,3,1,4,2,4,1,2
"1022",1,0,0,0,0,1,0,0,0,0,3,4,2,2,4,2,2,1,4,0
"1023",0,0,0,0,0,1,0,0,1,0,1,2,2,3,1,4,3,3,1,1
"1024",1,0,0,0,0,1,1,1,0,1,4,2,4,3,4,4,2,4,2,3
"1025",0,0,0,0,0,0,0,1,0,0,3,2,2,1,3,3,2,3,1,1
"1026",1,0,0,0,0,0,1,0,0,1,3,2,4,4,1,2,3,2,3,1
"1027",1,0,0,0,0,1,1,0,0,0,3,2,2,2,4,3,1,4,1,3
"1028",0,0,1,1,0,1,0,1,0,0,1,2,4,2,2,2,3,2,1,1
"1029",1,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,3,2,1,3
"1030",0,0,1,1,1,0,1,0,0,0,3,3,4,2,4,2,2,3,1,2
"1031",1,0,0,0,0,1,1,1,0,1,3,2,2,3,3,2,1,2,1,2
"1032",0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,2,2,2,3,1
"1033",0,0,0,0,0,0,0,0,0,0,1,4,4,2,1,2,3,1,2,2
"1034",1,0,1,0,0,1,1,1,0,0,3,4,4,4,3,3,4,4,0,4
"1035",1,0,0,0,1,1,1,1,0,0,1,4,2,4,3,1,3,0,0,2
"1036",1,1,0,0,0,1,0,1,0,0,3,4,4,3,3,2,3,2,1,4
"1037",1,0,1,0,0,1,1,0,0,0,3,4,2,2,3,2,2,0,4,4
"1038",0,1,0,1,0,1,1,0,0,1,1,2,4,2,3,2,3,3,1,3
"1039",1,0,0,1,0,1,1,1,0,1,3,4,3,4,3,4,3,3,4,0
"1040",0,0,0,0,0,1,0,0,0,0,3,1,4,2,1,3,2,2,1,3
"1041",0,0,0,1,1,1,1,0,0,1,1,2,4,3,3,2,2,2,2,3
"1042",0,0,0,1,0,1,1,0,0,1,4,4,4,4,3,2,3,1,2,1
"1043",1,0,1,0,1,1,1,1,0,1,3,1,4,3,4,4,2,3,3,3
"1044",0,0,1,1,1,1,1,0,0,1,3,4,4,3,4,3,2,3,3,1
"1045",0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,2,2,4,1,2
"1046",0,1,0,0,0,0,0,1,0,0,1,2,2,2,1,1,1,3,2,1
"1047",1,0,0,1,1,1,1,1,0,1,3,4,4,4,3,2,2,2,1,2
"1048",0,0,0,0,0,0,1,1,1,1,1,4,4,3,4,1,3,0,4,0
"1049",0,0,0,1,0,1,1,0,0,0,2,4,4,3,4,2,1,2,4,3
"1050",0,0,1,0,1,1,1,1,0,1,3,4,4,4,3,4,4,4,4,3
"1051",1,0,1,0,1,1,1,1,0,1,3,2,4,4,3,2,3,3,2,2
"1052",0,0,1,1,0,1,1,0,1,0,3,4,4,3,4,4,4,3,4,4
"1053",1,0,0,0,0,0,1,0,0,0,1,2,4,1,4,2,3,3,3,3
"1054",0,0,0,1,1,1,0,0,0,1,3,4,4,4,4,2,4,1,2,3
"1055",1,1,0,0,1,1,1,1,0,1,3,2,4,4,3,4,3,4,3,4
"1056",0,0,0,1,1,0,1,0,0,0,1,4,4,2,4,2,2,4,3,2
"1057",1,0,0,0,1,0,1,0,0,1,1,2,2,4,4,4,3,1,3,2
"1058",0,1,1,1,1,1,1,1,0,0,1,4,4,2,4,4,4,3,1,3
"1059",1,0,0,0,0,1,1,0,1,0,3,4,4,4,3,2,3,3,3,3
"1060",1,0,1,1,0,1,1,1,0,1,1,4,4,4,3,4,4,4,3,2
"1061",0,0,0,0,0,1,1,0,0,1,4,4,4,3,4,4,2,3,3,2
"1062",0,0,0,0,1,0,1,1,0,0,3,0,4,3,4,4,3,3,3,3
"1063",1,0,0,0,1,0,1,0,0,1,3,4,2,1,3,2,2,3,4,3
"1064",0,0,0,0,0,1,1,0,0,1,3,4,4,4,4,4,4,4,3,3
"1065",0,0,1,1,1,1,1,1,0,1,3,4,4,4,3,2,3,3,2,3
"1066",0,0,0,0,0,1,1,1,0,1,4,4,4,4,4,1,4,3,1,1
"1067",0,0,0,0,0,0,1,0,1,0,1,1,1,3,3,3,2,2,2,2
"1068",0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,3,2,4,3,1
"1069",1,0,0,0,0,1,1,0,0,1,2,4,2,3,4,2,2,2,1,1
"1070",0,0,0,1,0,0,1,0,0,1,1,4,4,2,3,3,3,3,1,2
"1071",1,0,0,1,1,0,0,0,0,0,3,4,4,3,3,2,3,0,2,2
"1072",1,0,0,0,0,1,1,0,0,0,3,2,1,2,4,2,4,3,2,4
"1073",0,0,0,0,1,0,0,0,0,0,3,2,4,1,3,3,2,1,2,3
"1074",0,0,1,1,0,1,0,0,0,1,1,4,2,1,1,4,2,2,3,1
"1075",0,0,0,0,1,1,0,0,0,1,3,2,4,2,4,3,2,3,3,1
"1076",0,0,0,1,0,1,1,0,0,1,1,2,4,2,4,2,2,4,1,1
"1077",0,0,0,0,0,1,1,0,0,0,3,2,4,4,4,2,3,3,4,0
"1078",0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,2,3,2,1,3
"1079",0,0,1,0,0,1,1,0,0,1,3,2,2,3,3,2,3,2,3,2
"1080",0,1,1,1,0,1,1,1,0,1,1,4,4,2,3,4,3,4,1,4
"1081",1,0,1,0,0,0,1,0,1,1,1,3,2,4,3,3,2,4,1,1
"1082",1,0,1,1,1,1,1,0,0,0,1,4,4,2,1,2,1,3,1,1
"1083",1,0,0,1,1,0,1,0,0,1,4,4,2,3,3,4,3,3,2,2
"1084",0,0,0,0,1,0,1,0,1,0,1,4,2,2,1,2,3,1,1,3
"1085",0,0,0,1,0,0,0,1,0,0,3,4,4,3,4,3,2,2,3,3
"1086",1,0,0,0,0,1,1,1,1,1,3,4,4,4,4,4,4,4,3,3
"1087",0,1,1,0,0,1,1,1,1,1,3,1,2,3,3,2,4,3,1,3
"1088",1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,1
"1089",1,1,1,1,1,1,1,1,0,1,4,4,4,4,4,4,4,4,4,4
"1090",0,0,0,1,0,0,1,1,0,0,1,2,2,2,3,3,4,4,1,1
"1091",1,0,1,0,1,1,1,0,0,0,2,2,4,4,4,2,4,3,4,4
"1092",0,0,1,0,1,0,1,1,0,1,3,4,4,2,4,2,4,3,4,1
"1093",0,0,1,1,1,1,1,1,0,1,3,4,4,4,4,4,4,3,4,4
"1094",0,0,1,1,0,0,0,1,0,0,1,2,2,0,1,2,3,2,1,2
"1095",0,0,0,1,0,1,1,0,1,0,2,3,3,0,4,2,2,3,1,2
"1096",1,0,0,0,0,1,1,0,0,0,4,4,4,1,3,4,4,3,1,3
"1097",0,0,0,0,1,1,0,1,0,0,1,2,2,1,1,2,2,2,3,2
"1098",0,0,0,0,0,0,1,0,0,1,1,1,4,3,2,4,4,3,3,4
"1099",1,0,0,1,1,1,1,1,1,1,3,4,4,2,1,4,4,4,1,3
"1100",1,0,0,0,0,1,1,0,0,0,1,4,2,2,2,2,3,1,4,3
"1101",0,0,0,0,0,0,1,0,0,1,3,2,2,2,1,3,1,1,1,3
"1102",0,0,0,0,0,1,1,0,0,1,4,4,4,4,3,4,4,3,4,4
"1103",0,0,0,1,1,0,1,0,0,0,1,2,2,2,1,3,4,3,1,3
"1104",1,0,0,0,1,1,1,1,0,1,4,2,4,4,4,4,3,4,4,4
"1105",0,0,1,0,1,1,1,1,0,1,4,4,4,4,4,4,4,4,3,2
"1106",0,0,1,0,1,1,1,0,0,1,1,4,4,1,4,4,4,4,3,2
"1107",1,0,1,0,0,1,1,1,0,1,1,1,4,2,4,4,4,2,2,3
"1108",0,0,0,0,1,1,1,0,0,0,3,2,4,2,3,2,0,2,1,4
"1109",0,0,0,1,0,1,1,1,0,0,1,1,4,2,1,4,3,3,1,3
"1110",0,0,0,0,0,1,0,0,0,0,3,4,4,2,1,3,2,3,2,0
"1111",1,0,1,1,1,1,1,1,0,1,3,4,4,3,3,4,4,4,1,3
"1112",0,0,1,1,1,1,1,1,0,0,4,4,4,4,4,4,4,4,2,3
"1113",0,0,0,1,1,1,1,1,1,1,4,4,4,4,3,3,3,4,3,3
"1114",0,0,0,0,1,1,1,1,0,0,1,4,2,4,3,3,2,4,3,0
"1115",0,0,0,0,1,1,1,1,0,0,4,2,4,4,4,4,4,4,4,4
"1116",1,0,0,0,1,1,1,1,1,1,3,2,4,4,4,4,3,4,3,2
"1117",1,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,3
"1118",0,0,0,1,1,0,1,0,0,1,3,4,4,2,4,4,2,4,1,3
"1119",0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,3,3,1,3
"1120",0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,3,4
"1121",1,0,0,0,0,0,1,0,0,0,2,3,2,2,1,3,3,2,3,3
"1122",0,0,1,1,0,0,1,0,0,0,3,3,2,4,3,4,3,3,1,0
"1123",0,0,0,1,0,0,1,0,0,0,3,4,4,4,4,2,2,4,3,2
"1124",0,0,1,0,1,1,1,1,0,0,2,4,4,4,2,2,2,3,2,1
"1125",0,0,0,1,0,1,0,1,0,0,3,2,4,2,1,3,2,3,2,3
"1126",1,1,1,0,1,1,1,1,1,1,4,4,4,4,4,4,2,4,4,2
"1127",0,0,0,1,0,1,0,1,1,0,3,2,2,1,2,2,2,1,1,3
"1128",1,0,0,0,0,0,1,0,0,1,3,2,2,3,3,1,2,1,4,2
"1129",0,0,0,0,0,0,1,0,0,0,3,3,4,3,4,2,4,4,3,3
"1130",0,1,0,0,1,1,0,0,0,0,1,2,2,0,3,4,1,1,2,1
"1131",0,0,1,1,1,1,1,0,0,1,3,4,4,3,3,4,4,3,1,3
"1132",0,0,0,0,0,1,0,1,1,0,1,2,2,3,4,2,3,3,2,3
"1133",1,0,1,1,0,1,1,0,0,1,3,2,2,1,3,3,3,1,3,2
"1134",0,0,0,0,0,0,1,1,0,0,3,2,4,4,3,4,2,4,3,3
"1135",0,0,1,0,0,1,0,0,0,1,3,2,4,2,4,2,2,2,2,1
"1136",1,0,1,0,0,1,1,0,0,0,4,4,2,3,4,2,3,4,2,1
"1137",1,0,0,0,1,1,0,0,0,0,3,2,2,3,3,3,2,1,1,4
"1138",0,0,0,0,0,0,0,0,1,0,3,2,2,3,3,3,4,2,3,0
"1139",0,0,0,0,1,1,1,0,0,0,3,2,2,2,3,2,3,4,3,1
"1140",0,0,1,0,1,1,1,1,0,1,3,1,4,3,4,2,3,3,2,3
"1141",0,0,0,0,0,1,1,1,0,1,3,4,4,3,3,4,2,4,2,1
"1142",0,0,0,0,0,1,1,0,1,0,3,2,4,2,3,2,3,0,3,3
"1143",0,1,1,0,0,1,1,0,0,1,3,2,4,4,4,1,2,4,3,4
"1144",0,0,0,0,1,1,1,0,0,0,4,2,4,4,3,2,2,1,2,3
"1145",0,0,0,0,0,1,1,1,0,0,3,4,2,3,4,2,2,4,3,2
"1146",0,0,0,1,0,0,1,0,0,0,4,4,4,3,3,2,2,3,3,4
"1147",1,0,1,0,0,0,0,1,0,0,1,4,3,4,4,2,3,2,3,3
"1148",0,0,0,0,1,1,1,1,0,0,3,4,2,4,4,2,3,3,1,2
"1149",1,0,0,0,1,0,0,0,0,0,3,1,4,3,4,3,2,3,3,3
"1150",0,0,1,1,0,1,1,1,1,0,1,4,4,2,3,4,3,4,1,4
"1151",0,1,1,0,1,1,1,0,0,1,3,4,4,3,4,3,2,4,3,0
"1152",1,0,1,1,0,1,1,1,0,1,4,2,4,2,3,4,4,4,3,0
"1153",0,0,0,1,1,1,1,1,0,1,3,4,4,4,3,4,3,4,3,2
"1154",0,0,0,0,0,1,1,0,0,1,3,2,4,2,4,3,4,4,3,4
"1155",0,0,1,0,1,0,1,1,0,0,4,2,4,3,4,4,4,4,4,3
"1156",0,0,0,0,0,1,0,0,0,0,2,4,2,3,4,2,3,2,2,1
"1157",1,0,0,1,0,1,1,0,1,1,3,4,4,1,3,2,3,1,1,0
"1158",0,0,1,0,1,1,1,0,0,1,3,2,4,4,3,4,2,3,4,2
"1159",1,0,0,0,0,1,1,1,0,0,3,2,4,3,4,2,4,4,3,0
"1160",1,1,1,1,0,1,1,1,0,1,3,4,4,3,4,4,3,4,1,2
"1161",0,0,0,0,0,0,0,0,0,0,3,2,2,1,3,2,3,1,1,2
"1162",0,0,0,0,0,0,0,0,1,0,3,1,1,2,3,2,2,3,2,1
"1163",0,0,0,1,1,0,0,0,0,0,1,4,2,3,1,3,2,2,1,3
"1164",0,0,0,1,1,0,0,0,0,0,1,2,4,2,1,4,4,4,1,3
"1165",1,0,1,1,0,1,1,1,0,1,3,4,4,3,4,4,3,4,3,2
"1166",0,0,0,0,0,0,1,0,0,0,3,1,2,2,3,3,4,1,2,3
"1167",1,0,0,1,0,1,1,1,0,1,1,4,4,2,2,2,2,2,3,3
"1168",1,0,1,0,1,0,1,1,0,1,3,4,4,4,4,4,0,2,3,3
"1169",0,0,1,1,1,1,1,0,1,1,3,3,4,3,4,2,4,4,4,2
"1170",1,0,1,1,1,0,1,1,0,0,3,4,4,3,4,2,3,4,1,4
"1171",0,0,0,0,0,1,0,0,0,1,1,4,2,3,4,1,2,2,2,1
"1172",0,0,0,0,0,0,1,1,0,0,3,2,4,1,3,2,2,0,2,1
"1173",0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,3,3,3,0
"1174",0,0,0,0,1,0,1,1,0,1,3,1,4,1,3,2,4,2,2,3
"1175",0,0,0,1,0,0,0,0,1,0,1,4,4,3,4,2,1,1,3,2
"1176",1,0,0,0,1,1,1,1,0,1,1,2,2,2,1,2,2,3,3,1
"1177",0,0,1,0,0,1,0,1,0,1,3,3,2,1,3,2,3,0,2,3
"1178",0,0,0,0,0,1,1,0,0,0,3,2,4,4,4,3,2,4,2,3
"1179",1,0,1,0,0,0,1,0,0,0,3,4,4,4,4,1,2,3,3,3
"1180",0,0,1,1,1,1,1,0,0,1,1,1,4,2,2,3,2,4,4,2
"1181",0,0,0,0,0,0,1,0,0,1,3,4,4,4,3,2,2,3,2,3
"1182",0,0,0,1,1,0,0,0,1,0,1,4,4,3,3,4,4,4,1,3
"1183",1,0,0,1,0,0,1,0,0,0,1,1,2,3,3,1,3,4,1,3
"1184",1,0,0,0,0,1,1,1,0,0,4,4,4,4,4,4,4,3,1,3
"1185",0,0,1,0,0,1,1,0,0,0,3,4,4,1,4,3,3,2,3,3
"1186",0,0,0,0,0,1,1,1,0,1,1,1,4,4,3,2,2,1,1,1
"1187",0,0,0,0,0,0,1,0,0,0,4,4,1,1,3,4,3,1,1,3
"1188",0,0,0,0,0,0,1,0,0,1,3,1,2,2,3,3,2,1,2,4
"1189",0,0,1,0,0,0,1,0,0,1,4,4,4,3,3,4,3,4,4,1
"1190",0,0,1,1,1,1,1,1,0,0,3,2,4,4,4,4,3,4,3,2
"1191",1,0,0,0,0,0,0,1,0,0,2,2,2,2,1,3,3,0,2,2
"1192",0,0,0,1,0,0,0,0,0,0,3,2,4,3,3,4,4,1,3,4
"1193",0,0,1,0,0,1,1,0,0,1,3,4,4,2,3,4,2,1,4,3
"1194",0,0,0,0,0,0,1,0,1,1,4,2,4,4,4,2,3,3,3,1
"1195",1,0,0,0,1,0,1,0,1,0,1,2,4,3,3,2,2,2,2,3
"1196",0,0,1,1,1,1,1,1,0,1,4,4,4,4,1,4,4,4,3,2
"1197",1,0,0,0,0,1,0,1,0,0,1,4,4,1,1,2,2,1,2,1
"1198",0,1,0,1,1,0,1,0,0,1,1,2,2,3,3,2,2,3,3,2
"1199",0,0,0,0,0,1,0,0,0,0,1,4,2,2,1,3,3,1,3,3
"1200",0,0,1,0,0,0,1,0,1,0,1,4,4,3,3,3,3,2,3,3
"1201",0,0,0,0,1,0,0,0,0,0,3,4,2,1,4,4,3,1,1,2
"1202",0,0,0,0,0,1,1,0,0,0,4,2,4,4,3,4,4,3,1,3
"1203",0,0,1,1,1,0,0,0,0,1,3,4,4,3,4,4,3,4,1,3
"1204",0,0,1,0,0,0,1,0,0,0,4,1,2,3,3,2,4,2,4,3
"1205",1,0,0,1,1,1,0,0,0,1,4,4,2,2,3,4,4,3,3,2
"1206",0,0,1,0,1,0,1,1,0,1,3,2,4,3,3,2,3,3,1,4
"1207",1,0,0,0,0,1,1,0,1,1,3,4,2,3,4,1,3,4,2,4
"1208",0,0,0,1,0,1,0,1,0,1,3,2,4,3,3,2,2,1,4,0
"1209",0,0,1,1,1,0,1,0,0,0,4,4,4,4,3,4,3,4,4,4
"1210",0,0,0,0,1,0,0,0,0,0,3,2,4,4,4,2,2,3,3,0
"1211",0,0,0,0,1,0,1,1,0,1,4,4,4,4,4,4,4,3,2,3
"1212",0,0,0,1,0,1,1,1,0,0,4,4,2,3,3,2,3,3,4,3
"1213",0,0,0,0,0,1,1,0,0,1,3,4,4,3,2,1,2,3,1,4
"1214",0,0,0,0,0,1,1,0,0,0,1,2,2,4,2,4,3,3,2,1
"1215",0,0,0,1,1,1,1,0,0,1,1,2,4,3,4,4,3,2,3,3
"1216",0,0,1,1,1,1,1,0,1,0,1,4,4,4,4,4,3,4,1,3
"1217",1,0,0,0,0,0,1,0,0,1,3,2,4,3,3,4,4,4,4,3
"1218",1,0,0,0,1,0,1,1,0,1,3,1,4,2,3,4,3,1,3,3
"1219",1,0,1,1,1,1,1,1,0,1,3,4,4,4,3,4,4,4,0,4
"1220",1,0,1,1,0,1,1,0,0,0,4,4,4,4,4,4,3,4,1,4
"1221",1,0,0,1,1,1,1,1,0,0,3,4,4,3,4,4,4,4,3,4
"1222",0,0,1,1,1,1,1,1,0,1,3,4,4,2,3,4,4,4,1,2
"1223",1,0,1,0,0,1,1,1,0,1,1,4,4,4,4,4,4,3,3,0
"1224",0,0,0,0,0,0,0,0,0,0,3,2,2,1,3,3,2,2,1,2
"1225",1,0,1,1,1,0,1,1,0,1,3,4,4,3,3,4,4,4,1,1
"1226",0,1,0,1,0,0,0,0,0,1,1,2,2,2,0,3,3,2,2,3
"1227",1,0,1,1,1,0,1,0,0,0,3,4,2,2,3,4,4,4,1,4
"1228",1,0,0,1,1,0,0,0,0,0,1,3,4,4,1,2,2,2,1,2
"1229",0,0,0,1,1,1,1,1,0,1,1,4,4,3,2,2,3,3,1,3
"1230",1,0,1,0,1,1,1,1,0,0,4,4,4,4,4,4,4,4,4,4
"1231",1,0,0,1,1,0,1,0,0,0,4,4,4,4,4,4,3,4,4,4
"1232",1,1,1,0,0,1,1,1,0,1,4,2,4,4,4,4,2,4,4,3
"1233",0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
"1234",0,0,0,1,1,1,1,1,0,0,3,1,4,3,3,4,2,3,3,1
"1235",0,0,0,0,1,1,1,0,0,0,3,2,2,3,3,2,2,4,2,2
"1236",0,0,0,1,0,1,1,1,0,1,4,4,4,3,1,1,4,4,4,4
"1237",0,0,0,1,1,1,1,1,0,1,3,4,4,4,4,3,3,4,1,2
"1238",0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
"1239",1,0,0,0,0,1,1,1,0,0,3,2,4,3,3,2,1,2,1,3
"1240",0,0,0,1,1,1,1,1,1,1,1,4,4,2,4,4,4,3,1,3
"1241",0,0,1,1,0,0,1,0,0,0,2,4,4,2,3,2,1,1,2,2
"1242",1,0,0,0,1,1,1,1,0,0,4,4,4,3,3,4,4,4,3,3
"1243",1,0,0,0,0,0,1,0,0,0,2,2,4,3,3,4,4,3,4,2
"1244",0,0,1,1,1,1,1,1,1,1,3,4,4,2,1,4,3,4,4,3
"1245",0,0,1,0,0,1,1,0,0,1,3,1,2,2,1,3,1,2,4,3
"1246",0,0,1,1,1,1,1,1,0,1,3,4,4,2,3,4,4,4,1,3
"1247",0,0,0,0,0,0,0,1,0,0,3,2,2,2,3,3,3,0,3,1
"1248",0,0,0,1,1,1,0,1,0,0,3,2,2,2,3,4,3,1,3,2
"1249",0,0,0,0,1,0,1,0,0,0,1,2,4,3,1,3,2,2,1,2
"1250",1,0,0,1,1,1,0,1,1,0,3,2,4,3,3,4,3,1,1,1
"1251",0,0,0,1,0,1,1,0,1,1,3,4,4,3,3,4,3,4,1,2
"1252",0,0,0,0,0,1,1,0,1,0,1,4,3,4,4,2,3,1,1,1
"1253",0,0,1,0,0,1,0,1,0,0,1,1,2,3,3,2,2,3,3,3
"1254",1,0,0,0,1,0,1,0,0,1,1,2,2,3,4,2,2,3,3,3
"1255",0,0,0,0,1,0,1,0,1,0,3,1,2,3,4,2,2,3,3,3
"1256",0,0,0,0,0,1,1,1,0,1,3,4,4,4,2,2,4,3,3,4
"1257",0,0,1,0,0,0,1,0,0,1,3,4,4,3,3,1,3,3,2,3
"1258",0,0,0,0,0,1,1,1,1,0,4,2,4,3,4,4,4,4,2,0
"1259",0,0,0,0,0,1,1,1,1,1,4,4,4,4,3,3,3,2,1,3
"1260",0,0,0,0,0,1,0,0,0,0,1,4,2,3,3,1,2,2,2,1
"1261",0,0,1,0,0,1,1,0,0,1,1,4,4,4,3,3,4,4,2,4
"1262",0,0,0,0,0,1,0,1,1,0,3,2,2,3,3,2,3,0,3,3
"1263",0,0,0,1,0,0,1,1,0,1,1,2,2,3,3,1,1,1,1,3
"1264",0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,1,2,3,2,3
"1265",0,0,0,1,0,0,1,0,0,0,3,2,2,2,1,2,3,1,2,1
"1266",1,0,0,0,0,1,1,0,0,1,2,2,4,4,4,4,3,4,4,3
"1267",0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,1,2,2,3,3
"1268",0,0,0,1,0,0,1,1,0,1,3,2,4,4,4,4,4,4,3,3
"1269",0,0,1,1,1,1,1,0,0,0,1,4,4,0,3,2,2,3,2,2
"1270",1,0,1,0,1,1,1,1,0,0,3,3,4,2,4,3,3,4,2,3
"1271",0,0,1,0,0,1,1,0,0,1,3,4,4,4,3,4,3,3,3,2
"1272",1,0,0,0,1,0,1,1,1,1,3,4,4,4,3,4,3,4,4,0
"1273",1,0,0,1,1,1,0,0,0,0,4,3,2,4,3,1,2,2,4,2
"1274",0,0,0,0,0,0,1,1,0,0,1,1,4,4,4,2,1,3,2,1
"1275",0,0,0,0,0,0,0,1,0,0,3,4,2,4,4,4,4,4,3,0
"1276",1,0,1,0,0,1,1,1,0,0,3,3,2,2,3,1,2,1,3,4
"1277",1,0,1,0,0,1,1,1,0,1,4,4,4,4,4,1,2,3,3,1
"1278",0,0,0,0,1,1,1,0,0,0,4,4,4,4,4,2,2,1,4,2
"1279",0,0,0,1,0,0,1,0,0,0,3,4,4,3,3,2,2,3,1,3
"1280",0,0,1,0,1,1,1,1,0,1,3,4,4,3,4,4,4,3,1,2
"1281",1,0,1,0,0,1,1,0,0,1,4,4,4,4,4,2,4,4,3,4
"1282",0,0,1,0,1,1,1,1,0,1,1,2,4,4,3,1,2,1,2,3
"1283",0,0,0,1,0,0,1,1,0,1,1,3,2,3,3,3,2,2,1,0
"1284",0,0,0,1,1,0,1,0,1,0,1,4,4,3,3,3,4,4,1,2
